NUTS;City;Average Concentration;Pollutant;Number of Records;Number of Cities;UnitOfMeasurement
DE40;Brandenburg an der Havel;17.918998545405028;NO2;87533;87840;µg/m3
DE91;Braunschweig;17.796714369324118;NO2;50473;52704;µg/m3
DE50;Bremen;20.409317635002367;NO2;61082;61488;µg/m3
DE50;Bremerhaven;20.409317635002367;NO2;61082;61488;µg/m3
DED4;Chemnitz;18.21297586647733;NO2;34853;35136;µg/m3
DE40;Cottbus;17.918998545405028;NO2;87533;87840;µg/m3
DE71;Darmstadt;26.719303083583778;NO2;105087;105587;µg/m3
DEA5;Dortmund;31.221447418835098;NO2;25258;26459;µg/m3
DED2;Dresden;20.8982507556142;NO2;34906;35136;µg/m3
DEA1;Duisburg;25.12277710237321;NO2;135459;149681;µg/m3
DEA1;Dusseldorf;25.12277710237321;NO2;135459;149681;µg/m3
DEG0;Erfurt;16.993125818829714;NO2;61328;61530;µg/m3
DE25;Erlangen;24.855440519207573;NO2;35028;35136;µg/m3
DEA1;Essen;25.12277710237321;NO2;135459;149681;µg/m3
DE11;Esslingen am Neckar;28.790583541871374;NO2;60458;61699;µg/m3
DEF0;Flensburg;22.822939573834482;NO2;61318;61488;µg/m3
DEB3;Frankenthal (Pfalz);24.503267519388107;NO2;79246;79785;µg/m3
DE40;Frankfurt (Oder);17.918998545405028;NO2;87533;87840;µg/m3
DE71;Frankfurt am Main;26.719303083583778;NO2;105087;105587;µg/m3
DE13;Freiburg im Breisgau;20.597532770233514;NO2;25859;26352;µg/m3
DE14;Friedrichshafen;24.392622915452687;NO2;51660;52719;µg/m3
DE73;Fulda;23.689523259862348;NO2;35015;35136;µg/m3
DEA3;Gelsenkirchen;26.695806784263446;NO2;16588;17609;µg/m3
DE72;Giessen;25.666134585668853;NO2;35082;35175;µg/m3
DED2;Gorlitz;20.8982507556142;NO2;34906;35136;µg/m3
DE91;Gottingen;17.796714369324118;NO2;50473;52704;µg/m3
DEA5;Hagen;31.221447418835098;NO2;25258;26459;µg/m3
DE60;Hamburg;26.475072882948496;NO2;86669;87840;µg/m3
DE71;Hanau;26.719303083583778;NO2;105087;105587;µg/m3
DE92;Hannover;25.263292518020616;NO2;25384;26477;µg/m3
DE12;Heidelberg;24.37618881480048;NO2;43089;43966;µg/m3
DE11;Heilbronn;28.790583541871374;NO2;60458;61699;µg/m3
DEA5;Herne;31.221447418835098;NO2;25258;26459;µg/m3
DE92;Hildesheim;25.263292518020616;NO2;25384;26477;µg/m3
DE21;Ingolstadt;27.711452609874804;NO2;52562;52704;µg/m3
DEG0;Jena;16.993125818829714;NO2;61328;61530;µg/m3
DEB3;Kaiserslautern;24.503267519388107;NO2;79246;79785;µg/m3
DE12;Karlsruhe;24.37618881480048;NO2;43089;43966;µg/m3
DE73;Kassel;23.689523259862348;NO2;35015;35136;µg/m3
DE27;Kempten (Allgau);21.814550630992507;NO2;43792;43920;µg/m3
DEF0;Kiel;22.822939573834482;NO2;61318;61488;µg/m3
DEB1;Koblenz;30.21209896411407;NO2;17684;17823;µg/m3
DE13;Konstanz;20.597532770233514;NO2;25859;26352;µg/m3
DEA1;Krefeld;25.12277710237321;NO2;135459;149681;µg/m3
DEA2;Koln;24.30644580421401;NO2;75869;79238;µg/m3
DE22;Landshut;21.918707249524996;NO2;17516;17568;µg/m3
DED5;Leipzig;22.477750321005054;NO2;26182;26352;µg/m3
DEA2;Leverkusen;24.30644580421401;NO2;75869;79238;µg/m3
DE11;Ludwigsburg;28.790583541871374;NO2;60458;61699;µg/m3
DEB3;Ludwigshafen am Rhein;24.503267519388107;NO2;79246;79785;µg/m3
DEF0;Lubeck;22.822939573834482;NO2;61318;61488;µg/m3
DE93;Luneburg;12.304654899916839;NO2;8415;8784;µg/m3
DEE0;Magdeburg;19.40699901515314;NO2;26099;26352;µg/m3
DEB3;Mainz;24.503267519388107;NO2;79246;79785;µg/m3
DE12;Mannheim;24.37618881480048;NO2;43089;43966;µg/m3
DE72;Marburg;25.666134585668853;NO2;35082;35175;µg/m3
DEA1;Monchengladbach;25.12277710237321;NO2;135459;149681;µg/m3
DEA1;Mulheim a.d.Ruhr;25.12277710237321;NO2;135459;149681;µg/m3
DE21;Munchen;27.711452609874804;NO2;52562;52704;µg/m3
DE80;Neubrandenburg;18.673457113411278;NO2;50976;52704;µg/m3
DEA1;Neuss;25.12277710237321;NO2;135459;149681;µg/m3
DE25;Nurnberg;24.855440519207573;NO2;35028;35136;µg/m3
DEA1;Oberhausen;25.12277710237321;NO2;135459;149681;µg/m3
DE71;Offenbach am Main;26.719303083583778;NO2;105087;105587;µg/m3
DE94;Oldenburg (Oldenburg);24.56388200672529;NO2;25250;26399;µg/m3
DE94;Osnabruck;24.56388200672529;NO2;25250;26399;µg/m3
DEA4;Paderborn;20.77951625819451;NO2;20908;26422;µg/m3
DE22;Passau;21.918707249524996;NO2;17516;17568;µg/m3
DE12;Pforzheim;24.37618881480048;NO2;43089;43966;µg/m3
DED4;Plauen;18.21297586647733;NO2;34853;35136;µg/m3
DE40;Potsdam;17.918998545405028;NO2;87533;87840;µg/m3
DEA3;Recklinghausen;26.695806784263446;NO2;16588;17609;µg/m3
DE23;Regensburg;29.560309498532156;NO2;8693;8784;µg/m3
DEA1;Remscheid;25.12277710237321;NO2;135459;149681;µg/m3
DE14;Reutlingen;24.392622915452687;NO2;51660;52719;µg/m3
DE80;Rostock;18.673457113411278;NO2;50976;52704;µg/m3
DEC0;Saarbrucken;19.739460209844978;NO2;35125;35136;µg/m3
DE26;Schweinfurt;22.100180135102487;NO2;26281;26352;µg/m3
DE80;Schwerin;18.673457113411278;NO2;50976;52704;µg/m3
DEA5;Siegen;31.221447418835098;NO2;25258;26459;µg/m3
DEA1;Solingen;25.12277710237321;NO2;135459;149681;µg/m3
DEB3;Speyer;24.503267519388107;NO2;79246;79785;µg/m3
DE80;Stralsund;18.673457113411278;NO2;50976;52704;µg/m3
DE11;Stuttgart;28.790583541871374;NO2;60458;61699;µg/m3
DEB2;Trier;21.92290026052064;NO2;8777;8810;µg/m3
DE14;Tubingen;24.392622915452687;NO2;51660;52719;µg/m3
DE14;Ulm;24.392622915452687;NO2;51660;52719;µg/m3
DEG0;Weimar;16.993125818829714;NO2;61328;61530;µg/m3
DE72;Wetzlar;25.666134585668853;NO2;35082;35175;µg/m3
DE71;Wiesbaden;26.719303083583778;NO2;105087;105587;µg/m3
DEA5;Witten;31.221447418835098;NO2;25258;26459;µg/m3
DE91;Wolfsburg;17.796714369324118;NO2;50473;52704;µg/m3
DEA1;Wuppertal;25.12277710237321;NO2;135459;149681;µg/m3
DE26;Wurzburg;22.100180135102487;NO2;26281;26352;µg/m3
DED4;Zwickau;18.21297586647733;NO2;34853;35136;µg/m3
DK05;Aalborg;13.253374849288445;NO2;16161;17568;µg/m3
DK01;Kobenhavn;15.776098976366924;NO2;32744;35136;µg/m3
DK03;Odense;10.344637603888902;NO2;16151;17568;µg/m3
DK04;Arhus;14.78033742123168;NO2;16457;17568;µg/m3
EE00;Narva;7.916727593988683;NO2;34739;35136;µg/m3
EE00;Tallinn;7.916727593988683;NO2;34739;35136;µg/m3
EE00;Tartu;7.916727593988683;NO2;34739;35136;µg/m3
ES11;A Coruna;11.996922163033581;NO2;60692;61488;µg/m3
ES42;Albacete;11.218797609281612;NO2;34132;35136;µg/m3
ES30;Alcala de Henares;26.427986422071356;NO2;276920;279527;µg/m3
ES30;Alcobendas;26.427986422071356;NO2;276920;279527;µg/m3
ES30;Alcorcon;26.427986422071356;NO2;276920;279527;µg/m3
ES61;Almeria;18.303627750181963;NO2;156626;166894;µg/m3
ES70;Arrecife;12.851272849613098;NO2;44585;52703;µg/m3
ES12;Aviles;16.808563774017255;NO2;42925;43920;µg/m3
ES43;Badajoz;6.304903552925167;NO2;17212;17568;µg/m3
ES51;Barcelona;22.654686847643188;NO2;237121;245952;µg/m3
ES52;Benidorm;14.911525802776488;NO2;94796;96624;µg/m3
ES21;Bilbao;20.36141393346746;NO2;42746;43872;µg/m3
ES41;Burgos;13.601732659521296;NO2;90035;96624;µg/m3
ES62;Cartagena;13.061761609544977;NO2;8549;8784;µg/m3
ES42;Ciudad Real;11.218797609281612;NO2;34132;35136;µg/m3
ES30;Coslada;26.427986422071356;NO2;276920;279527;µg/m3
ES43;Caceres;6.304903552925167;NO2;17212;17568;µg/m3
ES61;Cadiz;18.303627750181963;NO2;156626;166894;µg/m3
ES61;Dos Hermanas;18.303627750181963;NO2;156626;166894;µg/m3
ES52;Elda;14.911525802776488;NO2;94796;96624;µg/m3
ES11;Ferrol;11.996922163033581;NO2;60692;61488;µg/m3
ES52;Gandia;14.911525802776488;NO2;94796;96624;µg/m3
ES30;Getafe;26.427986422071356;NO2;276920;279527;µg/m3
ES51;Girona;22.654686847643188;NO2;237121;245952;µg/m3
ES61;Granada;18.303627750181963;NO2;156626;166894;µg/m3
ES51;Granollers;22.654686847643188;NO2;237121;245952;µg/m3
ES42;Guadalajara;11.218797609281612;NO2;34132;35136;µg/m3
ES61;Jaen;18.303627750181963;NO2;156626;166894;µg/m3
ES70;Las Palmas;12.851272849613098;NO2;44585;52703;µg/m3
ES30;Leganes;26.427986422071356;NO2;276920;279527;µg/m3
ES41;Leon;13.601732659521296;NO2;90035;96624;µg/m3
ES51;Lleida;22.654686847643188;NO2;237121;245952;µg/m3
ES23;Logrono;14.65487221186922;NO2;8569;8784;µg/m3
ES11;Lugo;11.996922163033581;NO2;60692;61488;µg/m3
ES30;Madrid;26.427986422071356;NO2;276920;279527;µg/m3
ES30;Majadahonda;26.427986422071356;NO2;276920;279527;µg/m3
ES51;Manresa;22.654686847643188;NO2;237121;245952;µg/m3
ES61;Marbella;18.303627750181963;NO2;156626;166894;µg/m3
ES51;Mataro;22.654686847643188;NO2;237121;245952;µg/m3
ES61;Malaga;18.303627750181963;NO2;156626;166894;µg/m3
ES11;Ourense;11.996922163033581;NO2;60692;61488;µg/m3
ES12;Oviedo;16.808563774017255;NO2;42925;43920;µg/m3
ES41;Palencia;13.601732659521296;NO2;90035;96624;µg/m3
ES53;Palma de Mallorca;15.733889310083397;NO2;17147;17568;µg/m3
ES11;Pontevedra;11.996922163033581;NO2;60692;61488;µg/m3
ES41;Salamanca;13.601732659521296;NO2;90035;96624;µg/m3
ES70;Santa Cruz de Tenerife;12.851272849613098;NO2;44585;52703;µg/m3
ES11;Santiago de Compostela;11.996922163033581;NO2;60692;61488;µg/m3
ES61;Sevilla;18.303627750181963;NO2;156626;166894;µg/m3
ES42;Talavera de la Reina;11.218797609281612;NO2;34132;35136;µg/m3
ES51;Tarragona;22.654686847643188;NO2;237121;245952;µg/m3
ES70;Telde;12.851272849613098;NO2;44585;52703;µg/m3
ES51;Terrassa;22.654686847643188;NO2;237121;245952;µg/m3
ES30;Torrejon de Ardoz;26.427986422071356;NO2;276920;279527;µg/m3
ES52;Torrevieja;14.911525802776488;NO2;94796;96624;µg/m3
ES52;Valencia;14.911525802776488;NO2;94796;96624;µg/m3
ES41;Valladolid;13.601732659521296;NO2;90035;96624;µg/m3
ES51;Viladecans;22.654686847643188;NO2;237121;245952;µg/m3
ES51;Vilanova i la Geltru;22.654686847643188;NO2;237121;245952;µg/m3
ES41;Zamora;13.601732659521296;NO2;90035;96624;µg/m3
ES24;Zaragoza;20.675252501481182;NO2;59880;61488;µg/m3
FRJ2;Albi;18.458527316250212;NO2;59755;61320;µg/m3
FRE2;Amiens;14.718249926929149;NO2;39507;43656;µg/m3
FRG0;Angers;11.79657161335144;NO2;60670;61464;µg/m3
FRI3;Angouleme;14.778941165443435;NO2;78105;79705;µg/m3
FRK2;Annecy;22.334783278877577;NO2;212950;217346;µg/m3
FRK2;Annemasse;22.334783278877577;NO2;212950;217346;µg/m3
FRE1;Arras;14.863661011387569;NO2;96252;104784;µg/m3
FRL0;Aubagne;20.42639972202667;NO2;104967;106657;µg/m3
FRL0;Avignon;20.42639972202667;NO2;104967;106657;µg/m3
FRI1;Bayonne;14.61254238523535;NO2;85813;87672;µg/m3
FRE2;Beauvais;14.718249926929149;NO2;39507;43656;µg/m3
FRC2;Belfort;16.33838710576334;NO2;25631;26256;µg/m3
FRC2;Besancon;16.33838710576334;NO2;25631;26256;µg/m3
FRI1;Bordeaux;14.61254238523535;NO2;85813;87672;µg/m3
FRB0;Bourges;12.030095499427526;NO2;87013;87816;µg/m3
FRH0;Brest;12.43632149797996;NO2;68827;70152;µg/m3
FRD1;Caen;12.261660098459563;NO2;34781;35088;µg/m3
FRE1;Calais;14.863661011387569;NO2;96252;104784;µg/m3
FRK2;Chambery;22.334783278877577;NO2;212950;217346;µg/m3
FRB0;Chartres;12.030095499427526;NO2;87013;87816;µg/m3
FRD1;Cherbourg;12.261660098459563;NO2;34781;35088;µg/m3
FRB0;Chateauroux;12.030095499427526;NO2;87013;87816;µg/m3
FRF1;Colmar;23.000584370480986;NO2;73583;74954;µg/m3
FRE2;Creil;14.718249926929149;NO2;39507;43656;µg/m3
FRE1;Douai;14.863661011387569;NO2;96252;104784;µg/m3
FRE1;Dunkerque;14.863661011387569;NO2;96252;104784;µg/m3
FRD2;Evreux;18.863799935047098;NO2;78196;78985;µg/m3
FRL0;Frejus;20.42639972202667;NO2;104967;106657;µg/m3
FRK2;Grenoble;22.334783278877577;NO2;212950;217346;µg/m3
FRI3;La Rochelle;14.778941165443435;NO2;78105;79705;µg/m3
FRD2;Le Havre;18.863799935047098;NO2;78196;78985;µg/m3
FRG0;Le Mans;11.79657161335144;NO2;60670;61464;µg/m3
FRE1;Lille;14.863661011387569;NO2;96252;104784;µg/m3
FRI2;Limoges;17.169258211452078;NO2;17377;17568;µg/m3
FRH0;Lorient;12.43632149797996;NO2;68827;70152;µg/m3
FRK2;Lyon;22.334783278877577;NO2;212950;217346;µg/m3
FRL0;Marseille;20.42639972202667;NO2;104967;106657;µg/m3
FRL0;Martigues;20.42639972202667;NO2;104967;106657;µg/m3
FR10;Melun;25.77504692277621;NO2;263711;279410;µg/m3
FRF3;Metz;15.242404509173504;NO2;75874;78984;µg/m3
FRJ1;Montpellier;19.218027468417276;NO2;70326;71617;µg/m3
FRF1;Mulhouse;23.000584370480986;NO2;73583;74954;µg/m3
FRF3;Nancy;15.242404509173504;NO2;75874;78984;µg/m3
FRG0;Nantes;11.79657161335144;NO2;60670;61464;µg/m3
FRJ1;Nimes;19.218027468417276;NO2;70326;71617;µg/m3
FRI3;Niort;14.778941165443435;NO2;78105;79705;µg/m3
FRB0;Orleans;12.030095499427526;NO2;87013;87816;µg/m3
FR10;Paris;25.77504692277621;NO2;263711;279410;µg/m3
FRJ1;Perpignan;19.218027468417276;NO2;70326;71617;µg/m3
FRI3;Poitiers;14.778941165443435;NO2;78105;79705;µg/m3
FRH0;Quimper;12.43632149797996;NO2;68827;70152;µg/m3
FRF2;Reims;16.027730970176684;NO2;42494;43800;µg/m3
FRH0;Rennes;12.43632149797996;NO2;68827;70152;µg/m3
FRK2;Roanne;22.334783278877577;NO2;212950;217346;µg/m3
FRD2;Rouen;18.863799935047098;NO2;78196;78985;µg/m3
FR10;Saint Denis;25.77504692277621;NO2;263711;279410;µg/m3
FRF1;Strasbourg;23.000584370480986;NO2;73583;74954;µg/m3
FRJ2;Tarbes;18.458527316250212;NO2;59755;61320;µg/m3
FRL0;Toulon;20.42639972202667;NO2;104967;106657;µg/m3
FRJ2;Toulouse;18.458527316250212;NO2;59755;61320;µg/m3
FRB0;Tours;12.030095499427526;NO2;87013;87816;µg/m3
FRF2;Troyes;16.027730970176684;NO2;42494;43800;µg/m3
FRK2;Valence;22.334783278877577;NO2;212950;217346;µg/m3
FRE1;Valenciennes;14.863661011387569;NO2;96252;104784;µg/m3
FR10;Versailles;25.77504692277621;NO2;263711;279410;µg/m3
UKJ2;Eastbourne;33.79872;NO2;1;1;µg/m3
UKI3;London;36.73339;NO2;1;1;µg/m3
EL30;Athina;31.682431681848477;NO2;72016;79055;µg/m3
EL63;Patra;26.70403505568742;NO2;10954;17567;µg/m3
EL52;Thessaloniki;21.993669646935977;NO2;15323;17559;µg/m3
HR02;Osijek;16.483994792886733;NO2;16143;17566;µg/m3
HR03;Rijeka;14.160320096816696;NO2;14761;16671;µg/m3
HR02;Slavonski Brod;16.483994792886733;NO2;16143;17566;µg/m3
HR03;Split;14.160320096816696;NO2;14761;16671;µg/m3
HR05;Zagreb;27.852900991320045;NO2;16181;17566;µg/m3
HU11;Budapest;27.494520117268713;NO2;41698;43920;µg/m3
HU32;Debrecen;18.62781517568595;NO2;17379;17568;µg/m3
HU22;Gyor;20.089787312068164;NO2;15657;17568;µg/m3
HU31;Miskolc;28.942592164820415;NO2;8734;8784;µg/m3
HU32;Nyiregyhaza;18.62781517568595;NO2;17379;17568;µg/m3
HU23;Pecs;24.014608319396558;NO2;16340;17568;µg/m3
HU33;Szeged;14.426320600251316;NO2;8746;8784;µg/m3
IE05;Cork;9.523738406220394;NO2;34619;35134;µg/m3
IE06;Dublin;16.425530642528557;NO2;77123;79055;µg/m3
IE05;Limerick;9.523738406220394;NO2;34619;35134;µg/m3
IE05;Waterford;9.523738406220394;NO2;34619;35134;µg/m3
IS00;Reykjavik;11.110190115250141;NO2;25714;26352;µg/m3
ITI3;Ancona;20.95836219232618;NO2;25119;26352;µg/m3
ITC1;Asti;29.34682925533328;NO2;75282;79056;µg/m3
ITF3;Avellino;23.81511139863187;NO2;192411;210816;µg/m3
ITF4;Bari;18.488914610952307;NO2;95192;105408;µg/m3
ITF4;Barletta;18.488914610952307;NO2;95192;105408;µg/m3
ITF3;Benevento;23.81511139863187;NO2;192411;210816;µg/m3
ITC4;Bergamo;31.242152924608884;NO2;261533;272304;µg/m3
ITC1;Biella;29.34682925533328;NO2;75282;79056;µg/m3
ITH5;Bologna;24.095865194975953;NO2;144505;149328;µg/m3
ITH1;Bolzano;29.722930201710163;NO2;25790;26352;µg/m3
ITC4;Brescia;31.242152924608884;NO2;261533;272304;µg/m3
ITC4;Busto Arsizio;31.242152924608884;NO2;261533;272304;µg/m3
ITG2;Cagliari;15.720568829967311;NO2;25025;26352;µg/m3
ITF2;Campobasso;17.139802302357594;NO2;20652;26352;µg/m3
ITI1;Carrara;22.51457350052597;NO2;107421;114192;µg/m3
ITF3;Caserta;23.81511139863187;NO2;192411;210816;µg/m3
ITG1;Catania;21.038812838650298;NO2;71608;104016;µg/m3
ITF6;Catanzaro;14.280790737962095;NO2;42340;43920;µg/m3
ITC4;Como;31.242152924608884;NO2;261533;272304;µg/m3
ITF6;Cosenza;14.280790737962095;NO2;42340;43920;µg/m3
ITC4;Cremona;31.242152924608884;NO2;261533;272304;µg/m3
ITH5;Ferrara;24.095865194975953;NO2;144505;149328;µg/m3
ITI1;Firenze;22.51457350052597;NO2;107421;114192;µg/m3
ITF4;Foggia;18.488914610952307;NO2;95192;105408;µg/m3
ITH5;Forli;24.095865194975953;NO2;144505;149328;µg/m3
ITC3;Genova;23.984995859011384;NO2;142606;149328;µg/m3
ITC3;La Spezia;23.984995859011384;NO2;142606;149328;µg/m3
ITI4;Latina;29.705654281098546;NO2;123800;131760;µg/m3
ITF4;Lecce;18.488914610952307;NO2;95192;105408;µg/m3
ITC4;Lecco;31.242152924608884;NO2;261533;272304;µg/m3
ITI1;Livorno;22.51457350052597;NO2;107421;114192;µg/m3
ITI1;Massa;22.51457350052597;NO2;107421;114192;µg/m3
ITG1;Messina;21.038812838650298;NO2;71608;104016;µg/m3
ITC4;Milano;31.242152924608884;NO2;261533;272304;µg/m3
ITH5;Modena;24.095865194975953;NO2;144505;149328;µg/m3
ITF3;Napoli;23.81511139863187;NO2;192411;210816;µg/m3
ITC1;Novara;29.34682925533328;NO2;75282;79056;µg/m3
ITH3;Padova;24.78732684033852;NO2;84604;87840;µg/m3
ITG1;Palermo;21.038812838650298;NO2;71608;104016;µg/m3
ITH5;Parma;24.095865194975953;NO2;144505;149328;µg/m3
ITC4;Pavia;31.242152924608884;NO2;261533;272304;µg/m3
ITI2;Perugia;18.438909694478525;NO2;49124;52704;µg/m3
ITI3;Pesaro;20.95836219232618;NO2;25119;26352;µg/m3
ITF1;Pescara;20.09744847764083;NO2;25185;26352;µg/m3
ITH5;Piacenza;24.095865194975953;NO2;144505;149328;µg/m3
ITI1;Pisa;22.51457350052597;NO2;107421;114192;µg/m3
ITH4;Pordenone;20.61763791977723;NO2;48480;52704;µg/m3
ITI1;Prato;22.51457350052597;NO2;107421;114192;µg/m3
ITH5;Ravenna;24.095865194975953;NO2;144505;149328;µg/m3
ITF6;Reggio di Calabria;14.280790737962095;NO2;42340;43920;µg/m3
ITH5;Rimini;24.095865194975953;NO2;144505;149328;µg/m3
ITI4;Roma;29.705654281098546;NO2;123800;131760;µg/m3
ITF3;Salerno;23.81511139863187;NO2;192411;210816;µg/m3
ITC3;Sanremo;23.984995859011384;NO2;142606;149328;µg/m3
ITG2;Sassari;15.720568829967311;NO2;25025;26352;µg/m3
ITC3;Savona;23.984995859011384;NO2;142606;149328;µg/m3
ITG1;Siracusa;21.038812838650298;NO2;71608;104016;µg/m3
ITF4;Taranto;18.488914610952307;NO2;95192;105408;µg/m3
ITI2;Terni;18.438909694478525;NO2;49124;52704;µg/m3
ITC1;Torino;29.34682925533328;NO2;75282;79056;µg/m3
ITH2;Trento;32.73801076739239;NO2;17454;17568;µg/m3
ITH3;Treviso;24.78732684033852;NO2;84604;87840;µg/m3
ITH4;Trieste;20.61763791977723;NO2;48480;52704;µg/m3
ITH4;Udine;20.61763791977723;NO2;48480;52704;µg/m3
ITC4;Varese;31.242152924608884;NO2;261533;272304;µg/m3
ITH3;Venezia;24.78732684033852;NO2;84604;87840;µg/m3
ITH3;Verona;24.78732684033852;NO2;84604;87840;µg/m3
ITI1;Viareggio;22.51457350052597;NO2;107421;114192;µg/m3
ITH3;Vicenza;24.78732684033852;NO2;84604;87840;µg/m3
ITC4;Vigevano;31.242152924608884;NO2;261533;272304;µg/m3
LT02;Kaunas;16.641374821246128;NO2;69187;70272;µg/m3
LT02;Klaipeda;16.641374821246128;NO2;69187;70272;µg/m3
LT02;Panevezys;16.641374821246128;NO2;69187;70272;µg/m3
LT01;Vilnius;17.12331698611327;NO2;25698;26352;µg/m3
LT02;Siauliai;16.641374821246128;NO2;69187;70272;µg/m3
LU00;Luxembourg;22.742917708115925;NO2;16746;17568;µg/m3
LV00;Liepaja;16.025633533593844;NO2;32871;35136;µg/m3
LV00;Riga;16.025633533593844;NO2;32871;35136;µg/m3
MT00;Valletta;24.30176113478616;NO2;8574;8784;µg/m3
NL32;Amsterdam;22.111767722517946;NO2;103421;105408;µg/m3
NL41;Breda;19.741960876432444;NO2;34816;35136;µg/m3
NL33;Dordrecht;25.34240297580748;NO2;69676;70272;µg/m3
NL41;Eindhoven;19.741960876432444;NO2;34816;35136;µg/m3
NL11;Groningen;13.968458305628056;NO2;17390;17568;µg/m3
NL32;Haarlem;22.111767722517946;NO2;103421;105408;µg/m3
NL42;Heerlen;15.271429473893027;NO2;17342;17568;µg/m3
NL22;Nijmegen;20.11643220316229;NO2;17487;17568;µg/m3
NL33;Rotterdam;25.34240297580748;NO2;69676;70272;µg/m3
NL31;Utrecht;18.972495102886118;NO2;26055;26352;µg/m3
NO0A;Bergen;14.653901424151957;NO2;60371;61488;µg/m3
NO08;Oslo;21.688045981930877;NO2;80018;87840;µg/m3
NO0A;Stavanger;14.653901424151957;NO2;60371;61488;µg/m3
NO07;Tromso;23.78116083978687;NO2;8071;8784;µg/m3
NO06;Trondheim;16.989233455457533;NO2;30292;35057;µg/m3
PL84;Bialystok;12.54878863475755;NO2;25137;25374;µg/m3
PL61;Bydgoszcz;16.186305047644424;NO2;83691;84310;µg/m3
PL22;Czestochowa;22.676133169612044;NO2;26191;26260;µg/m3
PL62;Elblag;10.723939176818776;NO2;26088;26133;µg/m3
PL62;Elk;10.723939176818776;NO2;26088;26133;µg/m3
PL63;Gdansk;13.203507863376716;NO2;40912;41900;µg/m3
PL63;Gdynia;13.203507863376716;NO2;40912;41900;µg/m3
PL43;Gorzow Wielkopolski;14.228647343882907;NO2;16629;16833;µg/m3
PL61;Grudziadz;16.186305047644424;NO2;83691;84310;µg/m3
PL61;Inowroclaw;16.186305047644424;NO2;83691;84310;µg/m3
PL51;Jelenia Gora;18.662201723840354;NO2;51769;52351;µg/m3
PL41;Kalisz;15.51893819492683;NO2;51102;52534;µg/m3
PL72;Kielce;24.470838140057115;NO2;8662;8743;µg/m3
PL41;Konin;15.51893819492683;NO2;51102;52534;µg/m3
PL42;Koszalin;16.218688631925843;NO2;34833;35073;µg/m3
PL21;Krakow;27.655176996121675;NO2;51834;52329;µg/m3
PL51;Legnica;18.662201723840354;NO2;51769;52351;µg/m3
PL84;Lomza;12.54878863475755;NO2;25137;25374;µg/m3
PL81;Lublin;14.583064793185208;NO2;17254;17544;µg/m3
PL71;Lodz;21.0874108545256;NO2;52164;52318;µg/m3
PL21;Nowy Sacz;27.655176996121675;NO2;51834;52329;µg/m3
PL62;Olsztyn;10.723939176818776;NO2;26088;26133;µg/m3
PL52;Opole;13.897800959133729;NO2;8704;8763;µg/m3
PL41;Pila;15.51893819492683;NO2;51102;52534;µg/m3
PL71;Piotrkow Trybunalski;21.0874108545256;NO2;52164;52318;µg/m3
PL92;Plock;15.650781268990832;NO2;25685;26133;µg/m3
PL41;Poznan;15.51893819492683;NO2;51102;52534;µg/m3
PL82;Przemysl;16.716599777441214;NO2;26227;26315;µg/m3
PL92;Radom;15.650781268990832;NO2;25685;26133;µg/m3
PL22;Rybnik;22.676133169612044;NO2;26191;26260;µg/m3
PL82;Rzeszow;16.716599777441214;NO2;26227;26315;µg/m3
PL42;Szczecin;16.218688631925843;NO2;34833;35073;µg/m3
PL21;Tarnow;27.655176996121675;NO2;51834;52329;µg/m3
PL61;Torun;16.186305047644424;NO2;83691;84310;µg/m3
PL51;Walbrzych;18.662201723840354;NO2;51769;52351;µg/m3
PL91;Warszawa;24.947806278083377;NO2;34359;34837;µg/m3
PL61;Wloclawek;16.186305047644424;NO2;83691;84310;µg/m3
PL51;Wroclaw;18.662201723840354;NO2;51769;52351;µg/m3
PL81;Zamosc;14.583064793185208;NO2;17254;17544;µg/m3
PL71;Zgierz;21.0874108545256;NO2;52164;52318;µg/m3
PL43;Zielona Gora;14.228647343882907;NO2;16629;16833;µg/m3
PT16;Aveiro;14.824070810323894;NO2;25533;26351;µg/m3
PT16;Coimbra;14.824070810323894;NO2;25533;26351;µg/m3
PT15;Faro;7.511390823940449;NO2;8024;8784;µg/m3
PT30;Funchal;21.84691632129827;NO2;17544;17568;µg/m3
PT11;Guimaraes;30.487785468639576;NO2;20361;26353;µg/m3
PT17;Lisboa;19.584407778680433;NO2;140987;149328;µg/m3
PT11;Porto;30.487785468639576;NO2;20361;26353;µg/m3
PT17;Setubal;19.584407778680433;NO2;140987;149328;µg/m3
PT17;Sintra;19.584407778680433;NO2;140987;149328;µg/m3
RO12;Alba Iulia;22.683949690472208;NO2;2942;8789;µg/m3
RO42;Arad;8.523333326666668;NO2;3;3;µg/m3
RO21;Bacau;16.034475934964707;NO2;15876;17573;µg/m3
RO11;Baia Mare;24.849297151716527;NO2;7242;8788;µg/m3
RO21;Botosani;16.034475934964707;NO2;15876;17573;µg/m3
RO22;Braila;25.906676437536696;NO2;30010;43923;µg/m3
RO12;Brasov;22.683949690472208;NO2;2942;8789;µg/m3
RO32;Bucuresti;33.45414909896496;NO2;16606;17569;µg/m3
RO22;Buzau;25.906676437536696;NO2;30010;43923;µg/m3
RO22;Constanta;25.906676437536696;NO2;30010;43923;µg/m3
RO41;Craiova;25.93244958714344;NO2;16366;17569;µg/m3
RO22;Galati;25.906676437536696;NO2;30010;43923;µg/m3
