NUTS;City;Average Concentration;Pollutant;Number of Records;Number of Cities;UnitOfMeasurement
DE26;Aschaffenburg;46.122924776068366;O3;26237;26352;µg/m3
DE27;Augsburg;47.150795261490956;O3;26259;26352;µg/m3
DE30;Berlin;45.693973802546765;O3;35047;35136;µg/m3
DEA4;Bielefeld;47.674813103463045;O3;8438;8784;µg/m3
DE40;Brandenburg an der Havel;53.86070685697246;O3;43771;43920;µg/m3
DE91;Braunschweig;52.91801288181952;O3;25309;26352;µg/m3
DE50;Bremen;46.45767224248777;O3;41757;43920;µg/m3
DE50;Bremerhaven;46.45767224248777;O3;41757;43920;µg/m3
DED4;Chemnitz;52.5148784622259;O3;13379;17568;µg/m3
DE40;Cottbus;53.86070685697246;O3;43771;43920;µg/m3
DE71;Darmstadt;44.30065442866909;O3;61213;61488;µg/m3
DEA5;Dortmund;47.5199134497421;O3;8377;8784;µg/m3
DED2;Dresden;44.17042426967065;O3;26259;26352;µg/m3
DEA1;Dusseldorf;49.303319366559386;O3;58703;61488;µg/m3
DEG0;Erfurt;48.7840403003393;O3;26196;26352;µg/m3
DE25;Erlangen;43.31012653334203;O3;17511;17568;µg/m3
DEA1;Essen;49.303319366559386;O3;58703;61488;µg/m3
DE40;Frankfurt (Oder);53.86070685697246;O3;43771;43920;µg/m3
DE71;Frankfurt am Main;44.30065442866909;O3;61213;61488;µg/m3
DE13;Freiburg im Breisgau;53.81052095447192;O3;16700;17568;µg/m3
DE14;Friedrichshafen;45.97425422914982;O3;33489;35136;µg/m3
DE73;Fulda;47.69658685325398;O3;17362;17568;µg/m3
DE91;Gottingen;52.91801288181952;O3;25309;26352;µg/m3
DE60;Hamburg;47.596296549644194;O3;25911;26352;µg/m3
DE71;Hanau;44.30065442866909;O3;61213;61488;µg/m3
DE92;Hannover;51.76017764198446;O3;8431;8784;µg/m3
DE12;Heidelberg;50.37604141411231;O3;25110;26352;µg/m3
DE11;Heilbronn;49.2691899616968;O3;25073;26352;µg/m3
DEG0;Jena;48.7840403003393;O3;26196;26352;µg/m3
DEB3;Kaiserslautern;45.98653295279455;O3;34962;35136;µg/m3
DE12;Karlsruhe;50.37604141411231;O3;25110;26352;µg/m3
DE73;Kassel;47.69658685325398;O3;17362;17568;µg/m3
DE27;Kempten (Allgau);47.150795261490956;O3;26259;26352;µg/m3
DEF0;Kiel;52.494470780547566;O3;17371;17568;µg/m3
DEB1;Koblenz;40.679039497861815;O3;8685;8784;µg/m3
DE13;Konstanz;53.81052095447192;O3;16700;17568;µg/m3
DEA1;Krefeld;49.303319366559386;O3;58703;61488;µg/m3
DEA2;Koln;47.855175869734055;O3;33598;35136;µg/m3
DED5;Leipzig;46.915416539497386;O3;16224;26352;µg/m3
DEA2;Leverkusen;47.855175869734055;O3;33598;35136;µg/m3
DE11;Ludwigsburg;49.2691899616968;O3;25073;26352;µg/m3
DEB3;Ludwigshafen am Rhein;45.98653295279455;O3;34962;35136;µg/m3
DEF0;Lubeck;52.494470780547566;O3;17371;17568;µg/m3
DE93;Luneburg;53.249449624717315;O3;8425;8784;µg/m3
DEE0;Magdeburg;49.90178225868344;O3;8680;8784;µg/m3
DEB3;Mainz;45.98653295279455;O3;34962;35136;µg/m3
DE72;Marburg;42.626983001855;O3;17525;17568;µg/m3
DEA1;Monchengladbach;49.303319366559386;O3;58703;61488;µg/m3
DEA1;Mulheim a.d.Ruhr;49.303319366559386;O3;58703;61488;µg/m3
DE21;Munchen;46.32895708447788;O3;34756;35136;µg/m3
DE25;Nurnberg;43.31012653334203;O3;17511;17568;µg/m3
DE94;Osnabruck;50.69602777614245;O3;8363;8784;µg/m3
DE12;Pforzheim;50.37604141411231;O3;25110;26352;µg/m3
DED4;Plauen;52.5148784622259;O3;13379;17568;µg/m3
DE40;Potsdam;53.86070685697246;O3;43771;43920;µg/m3
DE14;Reutlingen;45.97425422914982;O3;33489;35136;µg/m3
DE80;Rostock;44.51563374027755;O3;16868;17568;µg/m3
DEC0;Saarbrucken;47.71043044342679;O3;35103;35136;µg/m3
DE26;Schweinfurt;46.122924776068366;O3;26237;26352;µg/m3
DEA1;Solingen;49.303319366559386;O3;58703;61488;µg/m3
DEB3;Speyer;45.98653295279455;O3;34962;35136;µg/m3
DE11;Stuttgart;49.2691899616968;O3;25073;26352;µg/m3
DE14;Tubingen;45.97425422914982;O3;33489;35136;µg/m3
DE14;Ulm;45.97425422914982;O3;33489;35136;µg/m3
DE72;Wetzlar;42.626983001855;O3;17525;17568;µg/m3
DE71;Wiesbaden;44.30065442866909;O3;61213;61488;µg/m3
DE91;Wolfsburg;52.91801288181952;O3;25309;26352;µg/m3
DEA1;Wuppertal;49.303319366559386;O3;58703;61488;µg/m3
DE26;Wurzburg;46.122924776068366;O3;26237;26352;µg/m3
DK05;Aalborg;58.94630988149835;O3;7961;8784;µg/m3
DK01;Kobenhavn;54.82489927131466;O3;15736;17568;µg/m3
DK03;Odense;60.750914748101025;O3;7531;8784;µg/m3
DK04;Arhus;56.06224015828738;O3;7878;8784;µg/m3
EE00;Narva;51.88001730952116;O3;34655;35136;µg/m3
EE00;Tallinn;51.88001730952116;O3;34655;35136;µg/m3
EE00;Tartu;51.88001730952116;O3;34655;35136;µg/m3
ES11;A Coruna;46.27496658780402;O3;60607;61488;µg/m3
ES42;Albacete;56.454728605214754;O3;34249;35136;µg/m3
ES30;Alcala de Henares;51.178000228674144;O3;181656;184463;µg/m3
ES30;Alcobendas;51.178000228674144;O3;181656;184463;µg/m3
ES30;Alcorcon;51.178000228674144;O3;181656;184463;µg/m3
ES61;Almeria;61.1388460719401;O3;122226;131759;µg/m3
ES70;Arrecife;61.61411113773499;O3;45907;52704;µg/m3
ES12;Aviles;47.29891329587145;O3;43066;43920;µg/m3
ES43;Badajoz;57.63164055653959;O3;17171;17568;µg/m3
ES51;Barcelona;52.772611823717575;O3;94099;96625;µg/m3
ES52;Benidorm;56.04806060750902;O3;83686;87840;µg/m3
ES21;Bilbao;46.47044395388766;O3;8154;8736;µg/m3
ES62;Cartagena;48.686925136802884;O3;8589;8784;µg/m3
ES42;Ciudad Real;56.454728605214754;O3;34249;35136;µg/m3
ES30;Coslada;51.178000228674144;O3;181656;184463;µg/m3
ES43;Caceres;57.63164055653959;O3;17171;17568;µg/m3
ES61;Cadiz;61.1388460719401;O3;122226;131759;µg/m3
ES61;Dos Hermanas;61.1388460719401;O3;122226;131759;µg/m3
ES52;Elda;56.04806060750902;O3;83686;87840;µg/m3
ES11;Ferrol;46.27496658780402;O3;60607;61488;µg/m3
ES52;Gandia;56.04806060750902;O3;83686;87840;µg/m3
ES30;Getafe;51.178000228674144;O3;181656;184463;µg/m3
ES61;Granada;61.1388460719401;O3;122226;131759;µg/m3
ES42;Guadalajara;56.454728605214754;O3;34249;35136;µg/m3
ES61;Jaen;61.1388460719401;O3;122226;131759;µg/m3
ES70;Las Palmas;61.61411113773499;O3;45907;52704;µg/m3
ES30;Leganes;51.178000228674144;O3;181656;184463;µg/m3
ES41;Leon;52.578673702999495;O3;51542;52704;µg/m3
ES23;Logrono;47.9671645301623;O3;8503;8784;µg/m3
ES11;Lugo;46.27496658780402;O3;60607;61488;µg/m3
ES30;Madrid;51.178000228674144;O3;181656;184463;µg/m3
ES30;Majadahonda;51.178000228674144;O3;181656;184463;µg/m3
ES61;Marbella;61.1388460719401;O3;122226;131759;µg/m3
ES51;Mataro;52.772611823717575;O3;94099;96625;µg/m3
ES61;Malaga;61.1388460719401;O3;122226;131759;µg/m3
ES11;Ourense;46.27496658780402;O3;60607;61488;µg/m3
ES12;Oviedo;47.29891329587145;O3;43066;43920;µg/m3
ES41;Palencia;52.578673702999495;O3;51542;52704;µg/m3
ES53;Palma de Mallorca;65.38359124087592;O3;17125;17568;µg/m3
ES11;Pontevedra;46.27496658780402;O3;60607;61488;µg/m3
ES41;Salamanca;52.578673702999495;O3;51542;52704;µg/m3
ES70;Santa Cruz de Tenerife;61.61411113773499;O3;45907;52704;µg/m3
ES11;Santiago de Compostela;46.27496658780402;O3;60607;61488;µg/m3
ES61;Sevilla;61.1388460719401;O3;122226;131759;µg/m3
ES42;Talavera de la Reina;56.454728605214754;O3;34249;35136;µg/m3
ES51;Tarragona;52.772611823717575;O3;94099;96625;µg/m3
ES70;Telde;61.61411113773499;O3;45907;52704;µg/m3
ES30;Torrejon de Ardoz;51.178000228674144;O3;181656;184463;µg/m3
ES52;Torrevieja;56.04806060750902;O3;83686;87840;µg/m3
ES52;Valencia;56.04806060750902;O3;83686;87840;µg/m3
ES41;Valladolid;52.578673702999495;O3;51542;52704;µg/m3
ES51;Viladecans;52.772611823717575;O3;94099;96625;µg/m3
ES41;Zamora;52.578673702999495;O3;51542;52704;µg/m3
ES24;Zaragoza;45.94899993002092;O3;60746;61488;µg/m3
FRJ2;Albi;52.8985027807424;O3;35733;36025;µg/m3
FRE2;Amiens;48.425990468476044;O3;33166;34944;µg/m3
FRG0;Angers;57.17432937498663;O3;43579;43896;µg/m3
FRI3;Angouleme;55.76867467167717;O3;51776;53305;µg/m3
FRK2;Annecy;48.90761285928576;O3;127810;130080;µg/m3
FRK2;Annemasse;48.90761285928576;O3;127810;130080;µg/m3
FRE1;Arras;54.18490670066874;O3;83123;87336;µg/m3
FRL0;Aubagne;59.74005189039129;O3;77080;78744;µg/m3
FRL0;Avignon;59.74005189039129;O3;77080;78744;µg/m3
FRI1;Bayonne;54.48240619564433;O3;51359;52656;µg/m3
FRC2;Besancon;65.70886702001509;O3;17176;17448;µg/m3
FRI1;Bordeaux;54.48240619564433;O3;51359;52656;µg/m3
FRB0;Bourges;57.00019954473965;O3;61138;61464;µg/m3
FRH0;Brest;60.356134941155226;O3;50628;51671;µg/m3
FRD1;Caen;57.39519636957203;O3;26251;26352;µg/m3
FRE1;Calais;54.18490670066874;O3;83123;87336;µg/m3
FRK2;Chambery;48.90761285928576;O3;127810;130080;µg/m3
FRB0;Chartres;57.00019954473965;O3;61138;61464;µg/m3
FRD1;Cherbourg;57.39519636957203;O3;26251;26352;µg/m3
FRB0;Chateauroux;57.00019954473965;O3;61138;61464;µg/m3
FRF1;Colmar;52.01627841925931;O3;43143;43920;µg/m3
FRE2;Creil;48.425990468476044;O3;33166;34944;µg/m3
FRE1;Douai;54.18490670066874;O3;83123;87336;µg/m3
FRE1;Dunkerque;54.18490670066874;O3;83123;87336;µg/m3
FRD2;Evreux;54.564526827751415;O3;51842;52656;µg/m3
FRL0;Frejus;59.74005189039129;O3;77080;78744;µg/m3
FRK2;Grenoble;48.90761285928576;O3;127810;130080;µg/m3
FRI3;La Rochelle;55.76867467167717;O3;51776;53305;µg/m3
FRD2;Le Havre;54.564526827751415;O3;51842;52656;µg/m3
FRG0;Le Mans;57.17432937498663;O3;43579;43896;µg/m3
FRE1;Lille;54.18490670066874;O3;83123;87336;µg/m3
FRI2;Limoges;53.43216530475358;O3;17180;17568;µg/m3
FRH0;Lorient;60.356134941155226;O3;50628;51671;µg/m3
FRK2;Lyon;48.90761285928576;O3;127810;130080;µg/m3
FRL0;Marseille;59.74005189039129;O3;77080;78744;µg/m3
FRL0;Martigues;59.74005189039129;O3;77080;78744;µg/m3
FR10;Melun;47.35150707381181;O3;103213;105072;µg/m3
FRF3;Metz;52.87535981699192;O3;34809;35088;µg/m3
FRJ1;Montpellier;58.1233473969851;O3;51419;52680;µg/m3
FRF1;Mulhouse;52.01627841925931;O3;43143;43920;µg/m3
FRF3;Nancy;52.87535981699192;O3;34809;35088;µg/m3
FRG0;Nantes;57.17432937498663;O3;43579;43896;µg/m3
FRJ1;Nimes;58.1233473969851;O3;51419;52680;µg/m3
FRI3;Niort;55.76867467167717;O3;51776;53305;µg/m3
FRB0;Orleans;57.00019954473965;O3;61138;61464;µg/m3
FR10;Paris;47.35150707381181;O3;103213;105072;µg/m3
FRJ1;Perpignan;58.1233473969851;O3;51419;52680;µg/m3
FRI3;Poitiers;55.76867467167717;O3;51776;53305;µg/m3
FRH0;Quimper;60.356134941155226;O3;50628;51671;µg/m3
FRF2;Reims;55.7840735572395;O3;33931;34800;µg/m3
FRH0;Rennes;60.356134941155226;O3;50628;51671;µg/m3
FRK2;Roanne;48.90761285928576;O3;127810;130080;µg/m3
FRD2;Rouen;54.564526827751415;O3;51842;52656;µg/m3
FR10;Saint Denis;47.35150707381181;O3;103213;105072;µg/m3
FRF1;Strasbourg;52.01627841925931;O3;43143;43920;µg/m3
FRJ2;Tarbes;52.8985027807424;O3;35733;36025;µg/m3
FRL0;Toulon;59.74005189039129;O3;77080;78744;µg/m3
FRJ2;Toulouse;52.8985027807424;O3;35733;36025;µg/m3
FRB0;Tours;57.00019954473965;O3;61138;61464;µg/m3
FRF2;Troyes;55.7840735572395;O3;33931;34800;µg/m3
FRK2;Valence;48.90761285928576;O3;127810;130080;µg/m3
FRE1;Valenciennes;54.18490670066874;O3;83123;87336;µg/m3
FR10;Versailles;47.35150707381181;O3;103213;105072;µg/m3
UKH3;Thurrock;4.14906;O3;1;1;µg/m3
EL30;Athina;44.25176356117733;O3;49332;70271;µg/m3
EL63;Patra;48.67315527387959;O3;2209;8783;µg/m3
EL52;Thessaloniki;47.76532745006967;O3;8612;17559;µg/m3
HR02;Osijek;43.31727352074617;O3;15962;17566;µg/m3
HR03;Rijeka;62.63841841543976;O3;6797;8783;µg/m3
HR02;Slavonski Brod;43.31727352074617;O3;15962;17566;µg/m3
HR05;Zagreb;43.206774948948826;O3;8496;8783;µg/m3
HU11;Budapest;43.73263706157677;O3;25134;26352;µg/m3
HU32;Debrecen;49.89575722181241;O3;8650;8784;µg/m3
HU22;Gyor;40.73110878558344;O3;7657;8784;µg/m3
HU23;Pecs;39.69921049193896;O3;8613;8784;µg/m3
IE05;Cork;50.44383052128821;O3;31156;35135;µg/m3
IE06;Dublin;46.642225181625115;O3;34397;35135;µg/m3
IE05;Limerick;50.44383052128821;O3;31156;35135;µg/m3
ITI3;Ancona;48.37822290015718;O3;16949;17568;µg/m3
ITC1;Asti;48.587261146496814;O3;41605;43920;µg/m3
ITF3;Avellino;52.011731756742776;O3;94095;105408;µg/m3
ITF4;Bari;61.689458889734226;O3;41101;43920;µg/m3
ITF4;Barletta;61.689458889734226;O3;41101;43920;µg/m3
ITF3;Benevento;52.011731756742776;O3;94095;105408;µg/m3
ITC4;Bergamo;49.415585941927624;O3;110092;114192;µg/m3
ITC1;Biella;48.587261146496814;O3;41605;43920;µg/m3
ITH5;Bologna;48.07930545988589;O3;76943;79056;µg/m3
ITH1;Bolzano;39.995632140197394;O3;8661;8784;µg/m3
ITC4;Brescia;49.415585941927624;O3;110092;114192;µg/m3
ITC4;Busto Arsizio;49.415585941927624;O3;110092;114192;µg/m3
ITG2;Cagliari;52.368390504641475;O3;25077;26352;µg/m3
ITF2;Campobasso;55.68320508592009;O3;14597;17568;µg/m3
ITF3;Caserta;52.011731756742776;O3;94095;105408;µg/m3
ITG1;Catania;66.20650427650611;O3;29785;42528;µg/m3
ITF6;Catanzaro;64.23773685068998;O3;24382;26352;µg/m3
ITF6;Cosenza;64.23773685068998;O3;24382;26352;µg/m3
ITC4;Cremona;49.415585941927624;O3;110092;114192;µg/m3
ITH5;Ferrara;48.07930545988589;O3;76943;79056;µg/m3
ITH5;Forli;48.07930545988589;O3;76943;79056;µg/m3
ITC3;Genova;63.49087187919186;O3;51016;52704;µg/m3
ITC3;La Spezia;63.49087187919186;O3;51016;52704;µg/m3
ITI4;Latina;45.51687106654088;O3;77381;79056;µg/m3
ITC4;Lecco;49.415585941927624;O3;110092;114192;µg/m3
ITG1;Messina;66.20650427650611;O3;29785;42528;µg/m3
ITC4;Milano;49.415585941927624;O3;110092;114192;µg/m3
ITH5;Modena;48.07930545988589;O3;76943;79056;µg/m3
ITF3;Napoli;52.011731756742776;O3;94095;105408;µg/m3
ITC1;Novara;48.587261146496814;O3;41605;43920;µg/m3
ITH3;Padova;47.270134109132194;O3;42279;43920;µg/m3
ITG1;Palermo;66.20650427650611;O3;29785;42528;µg/m3
ITH5;Parma;48.07930545988589;O3;76943;79056;µg/m3
ITC4;Pavia;49.415585941927624;O3;110092;114192;µg/m3
ITI2;Perugia;49.889981343044;O3;16619;17568;µg/m3
ITI3;Pesaro;48.37822290015718;O3;16949;17568;µg/m3
ITF1;Pescara;49.69999520970018;O3;16714;17568;µg/m3
ITH5;Piacenza;48.07930545988589;O3;76943;79056;µg/m3
ITI1;Pisa;48.90167288482368;O3;8309;8784;µg/m3
ITH5;Ravenna;48.07930545988589;O3;76943;79056;µg/m3
ITF6;Reggio di Calabria;64.23773685068998;O3;24382;26352;µg/m3
ITH5;Rimini;48.07930545988589;O3;76943;79056;µg/m3
ITI4;Roma;45.51687106654088;O3;77381;79056;µg/m3
ITF3;Salerno;52.011731756742776;O3;94095;105408;µg/m3
ITC3;Sanremo;63.49087187919186;O3;51016;52704;µg/m3
ITG2;Sassari;52.368390504641475;O3;25077;26352;µg/m3
ITC3;Savona;63.49087187919186;O3;51016;52704;µg/m3
ITG1;Siracusa;66.20650427650611;O3;29785;42528;µg/m3
ITF4;Taranto;61.689458889734226;O3;41101;43920;µg/m3
ITI2;Terni;49.889981343044;O3;16619;17568;µg/m3
ITC1;Torino;48.587261146496814;O3;41605;43920;µg/m3
ITH2;Trento;45.24092905015022;O3;8654;8784;µg/m3
ITH3;Treviso;47.270134109132194;O3;42279;43920;µg/m3
ITH4;Trieste;56.84399153623904;O3;24277;26352;µg/m3
ITH4;Udine;56.84399153623904;O3;24277;26352;µg/m3
ITC4;Varese;49.415585941927624;O3;110092;114192;µg/m3
ITH3;Venezia;47.270134109132194;O3;42279;43920;µg/m3
ITH3;Verona;47.270134109132194;O3;42279;43920;µg/m3
ITH3;Vicenza;47.270134109132194;O3;42279;43920;µg/m3
LT02;Kaunas;44.040699267127216;O3;51711;52704;µg/m3
LT02;Klaipeda;44.040699267127216;O3;51711;52704;µg/m3
LT02;Panevezys;44.040699267127216;O3;51711;52704;µg/m3
LT01;Vilnius;42.05053113074969;O3;17039;17568;µg/m3
LT02;Siauliai;44.040699267127216;O3;51711;52704;µg/m3
LU00;Luxembourg;49.55691295665453;O3;8513;8784;µg/m3
LV00;Liepaja;48.51575897784705;O3;25857;26352;µg/m3
LV00;Riga;48.51575897784705;O3;25857;26352;µg/m3
MT00;Valletta;62.512136806792064;O3;8742;8784;µg/m3
NL32;Amsterdam;48.34675803183331;O3;34658;35136;µg/m3
NL41;Breda;49.020283025793965;O3;17242;17568;µg/m3
NL33;Dordrecht;44.7494979724246;O3;43484;43920;µg/m3
NL41;Eindhoven;49.020283025793965;O3;17242;17568;µg/m3
NL11;Groningen;52.96533433520449;O3;8614;8784;µg/m3
NL32;Haarlem;48.34675803183331;O3;34658;35136;µg/m3
NL42;Heerlen;54.563937467026136;O3;8668;8784;µg/m3
NL22;Nijmegen;50.17560293188965;O3;8583;8784;µg/m3
NL33;Rotterdam;44.7494979724246;O3;43484;43920;µg/m3
NL31;Utrecht;46.70038797715441;O3;25826;26352;µg/m3
NO0A;Bergen;56.35488319989928;O3;8270;8784;µg/m3
NO08;Oslo;46.444206396855556;O3;8565;8784;µg/m3
PL84;Bialystok;44.55843554732701;O3;8642;8693;µg/m3
PL61;Bydgoszcz;46.52421678352784;O3;33988;34006;µg/m3
PL22;Czestochowa;47.13585103896662;O3;17460;17504;µg/m3
PL62;Elblag;48.78466150534783;O3;25942;26120;µg/m3
PL62;Elk;48.78466150534783;O3;25942;26120;µg/m3
PL63;Gdansk;50.98766702101792;O3;25470;25573;µg/m3
PL63;Gdynia;50.98766702101792;O3;25470;25573;µg/m3
PL43;Gorzow Wielkopolski;44.29774517064968;O3;15947;16401;µg/m3
PL51;Jelenia Gora;50.22791128849726;O3;43158;43594;µg/m3
PL41;Kalisz;45.58791201388263;O3;25235;26168;µg/m3
PL72;Kielce;45.508114285714285;O3;8750;8759;µg/m3
PL41;Konin;45.58791201388263;O3;25235;26168;µg/m3
PL42;Koszalin;53.886485333193086;O3;17241;17567;µg/m3
PL21;Krakow;42.12468079030202;O3;17326;17415;µg/m3
PL51;Legnica;50.22791128849726;O3;43158;43594;µg/m3
PL81;Lublin;43.07273672878831;O3;8649;8764;µg/m3
PL71;Lodz;49.64836840206642;O3;34690;34798;µg/m3
PL62;Olsztyn;48.78466150534783;O3;25942;26120;µg/m3
PL52;Opole;48.259521578093654;O3;8760;8763;µg/m3
PL71;Piotrkow Trybunalski;49.64836840206642;O3;34690;34798;µg/m3
PL92;Plock;44.637686848514576;O3;17368;17406;µg/m3
PL41;Poznan;45.58791201388263;O3;25235;26168;µg/m3
PL82;Przemysl;49.30363510137413;O3;17321;17525;µg/m3
PL92;Radom;44.637686848514576;O3;17368;17406;µg/m3
PL22;Rybnik;47.13585103896662;O3;17460;17504;µg/m3
PL82;Rzeszow;49.30363510137413;O3;17321;17525;µg/m3
PL42;Szczecin;53.886485333193086;O3;17241;17567;µg/m3
PL21;Tarnow;42.12468079030202;O3;17326;17415;µg/m3
PL61;Torun;46.52421678352784;O3;33988;34006;µg/m3
PL51;Walbrzych;50.22791128849726;O3;43158;43594;µg/m3
PL91;Warszawa;41.098436022804805;O3;34605;34977;µg/m3
PL61;Wloclawek;46.52421678352784;O3;33988;34006;µg/m3
PL51;Wroclaw;50.22791128849726;O3;43158;43594;µg/m3
PL71;Zgierz;49.64836840206642;O3;34690;34798;µg/m3
PL43;Zielona Gora;44.29774517064968;O3;15947;16401;µg/m3
PT16;Aveiro;42.54236902050114;O3;17560;17568;µg/m3
PT11;Braga;39.54746046511628;O3;26875;35136;µg/m3
PT16;Coimbra;42.54236902050114;O3;17560;17568;µg/m3
PT15;Faro;58.00473893255696;O3;8293;8784;µg/m3
PT30;Funchal;72.2295142457866;O3;8667;8784;µg/m3
PT17;Lisboa;57.17594012363033;O3;101343;105047;µg/m3
PT11;Porto;39.54746046511628;O3;26875;35136;µg/m3
PT17;Setubal;57.17594012363033;O3;101343;105047;µg/m3
PT17;Sintra;57.17594012363033;O3;101343;105047;µg/m3
RO12;Alba Iulia;41.83335486543214;O3;8358;8787;µg/m3
RO42;Arad;34.33096181697905;O3;8172;8785;µg/m3
RO21;Bacau;48.34525596847049;O3;21975;26353;µg/m3
RO11;Baia Mare;44.549511539993276;O3;12734;17571;µg/m3
RO11;Bistrita;44.549511539993276;O3;12734;17571;µg/m3
RO22;Braila;55.772969043473665;O3;8400;8787;µg/m3
RO12;Brasov;41.83335486543214;O3;8358;8787;µg/m3
RO32;Bucuresti;43.85431438120953;O3;8321;8784;µg/m3
RO22;Buzau;55.772969043473665;O3;8400;8787;µg/m3
RO22;Galati;55.772969043473665;O3;8400;8787;µg/m3
RO31;Giurgiu;19.59499999;O3;2;2;µg/m3
RO21;Iasi;48.34525596847049;O3;21975;26353;µg/m3
RO11;Oradea;44.549511539993276;O3;12734;17571;µg/m3
RO21;Piatra Neamt;48.34525596847049;O3;21975;26353;µg/m3
RO31;Ploiesti;19.59499999;O3;2;2;µg/m3
RO11;Satu Mare;44.549511539993276;O3;12734;17571;µg/m3
RO12;Sibiu;41.83335486543214;O3;8358;8787;µg/m3
RO21;Suceava;48.34525596847049;O3;21975;26353;µg/m3
RO42;Timisoara;34.33096181697905;O3;8172;8785;µg/m3
RO12;Targu Mures;41.83335486543214;O3;8358;8787;µg/m3
SE23;Goteborg;54.27368319750395;O3;8534;8534;µg/m3
SE22;Helsingborg;48.688105445425286;O3;33102;33102;µg/m3
SE22;Malmo;48.688105445425286;O3;33102;33102;µg/m3
SE11;Stockholm;55.97556394889342;O3;17466;17466;µg/m3
SI04;Ljubljana;41.058716084077375;O3;8404;8784;µg/m3
SI03;Maribor;45.583716048722295;O3;8248;8784;µg/m3
SK03;Banska Bystrica;41.83799524328092;O3;16664;16664;µg/m3
SK01;Bratislava;54.65224083613988;O3;16856;16856;µg/m3
SK04;Kosice;46.258413319732895;O3;8346;8346;µg/m3
SK03;Zilina;41.83799524328092;O3;16664;16664;µg/m3
AT22;Graz;22.772896451680065;NO2;50393;52704;µg/m3
AT33;Innsbruck;24.508352239111662;NO2;30854;32329;µg/m3
AT21;Klagenfurt;20.495891136781488;NO2;33568;35136;µg/m3
AT31;Linz;24.228895978464173;NO2;33028;35136;µg/m3
AT32;Salzburg;21.244787899252422;NO2;25193;26352;µg/m3
AT13;Wien;18.47984550447793;NO2;133501;140544;µg/m3
BE21;Antwerpen;25.648038009129756;NO2;49567;61936;µg/m3
BE32;Charleroi;18.938677860623496;NO2;17033;17568;µg/m3
BE33;Liege;16.65737774285196;NO2;16543;17568;µg/m3
BE35;Namur;17.219476574366166;NO2;8559;8784;µg/m3
BG41;Blagoevgrad;23.686821792555424;NO2;59735;59735;µg/m3
BG34;Burgas;16.620283847576413;NO2;15642;15642;µg/m3
BG41;Pernik;23.686821792555424;NO2;59735;59735;µg/m3
BG31;Pleven;17.27572445778353;NO2;16847;16847;µg/m3
BG42;Plovdiv;32.5030641735682;NO2;12372;12372;µg/m3
BG32;Ruse;19.761864343033945;NO2;8448;8448;µg/m3
BG33;Shumen;18.167674912267803;NO2;22468;22468;µg/m3
BG41;Sofia;23.686821792555424;NO2;59735;59735;µg/m3
BG34;Stara Zagora;16.620283847576413;NO2;15642;15642;µg/m3
BG33;Varna;18.167674912267803;NO2;22468;22468;µg/m3
BG31;Vratsa;17.27572445778353;NO2;16847;16847;µg/m3
CH03;Basel;23.611860865932226;NO2;26082;26352;µg/m3
CH02;Bern;19.372356395101885;NO2;26169;26352;µg/m3
CH01;Geneve;22.303111528333943;NO2;35050;35136;µg/m3
CH01;Lausanne;22.303111528333943;NO2;35050;35136;µg/m3
CH07;Lugano;20.002353352880583;NO2;17503;17568;µg/m3
CH06;Luzern;29.92295518242172;NO2;8783;8784;µg/m3
CH05;St. Gallen;29.77453347268898;NO2;8624;8784;µg/m3
CH04;Winterthur;22.39170418279386;NO2;69629;70272;µg/m3
CH04;Zurich;22.39170418279386;NO2;69629;70272;µg/m3
CY00;Lefkosia;23.119277207849365;NO2;17568;17568;µg/m3
CZ06;Brno;21.039910199545815;NO2;76840;78906;µg/m3
CZ03;Ceske Budejovice;14.606856409841683;NO2;81442;87830;µg/m3
CZ05;Hradec Kralove;13.867572906183923;NO2;24791;26345;µg/m3
CZ06;Jihlava;21.039910199545815;NO2;76840;78906;µg/m3
CZ08;Karvina;17.074978812889174;NO2;75528;77278;µg/m3
CZ02;Kladno;13.272624025281551;NO2;8365;8783;µg/m3
CZ05;Liberec;13.867572906183923;NO2;24791;26345;µg/m3
CZ04;Most;19.656451414349124;NO2;33078;35132;µg/m3
CZ07;Olomouc;14.902625266885083;NO2;25445;26349;µg/m3
CZ08;Ostrava;17.074978812889174;NO2;75528;77278;µg/m3
CZ05;Pardubice;13.867572906183923;NO2;24791;26345;µg/m3
CZ03;Plzen;14.606856409841683;NO2;81442;87830;µg/m3
CZ01;Praha;22.07110216737993;NO2;99177;103966;µg/m3
CZ07;Zlin;14.902625266885083;NO2;25445;26349;µg/m3
CZ04;Usti nad Labem;19.656451414349124;NO2;33078;35132;µg/m3
DEA2;Aachen;24.30644580421401;NO2;75869;79238;µg/m3
DE26;Aschaffenburg;22.100180135102487;NO2;26281;26352;µg/m3
DE27;Augsburg;21.814550630992507;NO2;43792;43920;µg/m3
DE24;Bamberg;20.022763379544124;NO2;17507;17568;µg/m3
DE24;Bayreuth;20.022763379544124;NO2;17507;17568;µg/m3
DE30;Berlin;25.365312086720063;NO2;112916;115360;µg/m3
DEA4;Bielefeld;20.77951625819451;NO2;20908;26422;µg/m3
DEA5;Bochum;31.221447418835098;NO2;25258;26459;µg/m3
DEA2;Bonn;24.30644580421401;NO2;75869;79238;µg/m3
DEA3;Bottrop;26.695806784263446;NO2;16588;17609;µg/m3
