Country Or Territory;NUTS2;NUTS3;Year;Air Pollutant;Health Risk Scenario;Population;Populated Area [km2];Air Pollution Average [ug/m3];Air Pollution Population Weighted Average [ug/m3]
Poland;PL22;PL225;2020;PM2.5;WHO_2021_AQG_Scen_Base;647852;1867;15.1;18.4
Poland;PL22;PL227;2020;PM2.5;WHO_2021_AQG_Scen_Base;630957;1025;19.0;20.4
Poland;PL22;PL228;2020;PM2.5;WHO_2021_AQG_Scen_Base;449129;873;17.0;20.6
Poland;PL22;PL229;2020;PM2.5;WHO_2021_AQG_Scen_Base;468533;565;18.7;21.0
Poland;PL22;PL22A;2020;PM2.5;WHO_2021_AQG_Scen_Base;754672;307;22.1;22.9
Poland;PL22;PL22B;2020;PM2.5;WHO_2021_AQG_Scen_Base;706234;1283;19.3;22.5
Greece;EL54;EL541;2019;PM10;WHO_2021_AQG_Scen_Base;123960;765;18.7;21.7
Greece;EL54;EL542;2019;PM10;WHO_2021_AQG_Scen_Base;41000;319;18.7;21.7
Greece;EL54;EL543;2019;PM10;WHO_2021_AQG_Scen_Base;170699;854;17.5;23.8
Greece;EL54;EL541;2019;PM2.5;WHO_2021_AQG_Scen_Base;123960;765;12.1;14.5
Greece;EL54;EL542;2019;PM2.5;WHO_2021_AQG_Scen_Base;41000;319;12.3;13.8
Greece;EL54;EL543;2019;PM2.5;WHO_2021_AQG_Scen_Base;170699;854;10.4;14.9
Greece;EL30;EL301;2020;PM2.5;WHO_2021_AQG_Scen_Base;596440;112;14.4;15.2
Greece;EL30;EL305;2020;PM2.5;WHO_2021_AQG_Scen_Base;495954;831;11.8;13.5
Greece;EL30;EL306;2020;PM2.5;WHO_2021_AQG_Scen_Base;157115;254;12.8;14.9
Greece;EL30;EL307;2020;PM2.5;WHO_2021_AQG_Scen_Base;505733;315;11.2;17.1
Greece;EL30;EL302;2020;PM2.5;WHO_2021_AQG_Scen_Base;514022;58;16.2;16.7
Greece;EL30;EL303;2020;PM2.5;WHO_2021_AQG_Scen_Base;1059450;70;16.1;16.4
Greece;EL30;EL304;2020;PM2.5;WHO_2021_AQG_Scen_Base;546185;60;15.5;16.2
Greece;EL41;EL411;2018;PM10;WHO_2021_AQG_Scen_Base;95511;343;22.2;28.5
Greece;EL41;EL412;2018;PM10;WHO_2021_AQG_Scen_Base;35944;232;18.8;25.5
Greece;EL41;EL413;2018;PM10;WHO_2021_AQG_Scen_Base;48703;161;22.2;25.4
Greece;EL41;EL412;2018;PM2.5;WHO_2021_AQG_Scen_Base;35944;232;12.3;14.0
Greece;EL41;EL413;2018;PM2.5;WHO_2021_AQG_Scen_Base;48703;161;13.5;15.4
Greece;EL41;EL411;2018;PM2.5;WHO_2021_AQG_Scen_Base;95511;343;15.5;19.5
Greece;EL41;EL412;2019;O3;WHO_2021_AQG_Scen_Base;35888;232;9592.4;9257.4
Greece;EL41;EL413;2019;O3;WHO_2021_AQG_Scen_Base;48627;161;8931.7;8851.4
Greece;EL41;EL411;2019;O3;WHO_2021_AQG_Scen_Base;95363;343;8221.6;8167.9
Greece;EL41;EL412;2019;PM10;WHO_2021_AQG_Scen_Base;35888;232;18.8;23.2
Greece;EL41;EL413;2019;PM10;WHO_2021_AQG_Scen_Base;48627;161;20.4;22.7
Greece;EL41;EL411;2019;PM10;WHO_2021_AQG_Scen_Base;95363;343;20.8;24.8
Greece;EL41;EL411;2020;NO2;WHO_2021_AQG_Scen_Base;95309;343;5.0;8.3
Greece;EL41;EL412;2020;NO2;WHO_2021_AQG_Scen_Base;35868;232;3.0;5.4
Greece;EL41;EL413;2020;NO2;WHO_2021_AQG_Scen_Base;48601;161;5.0;8.4
Greece;EL63;EL631;2018;NO2;WHO_2021_AQG_Scen_Base;205604;990;6.8;11.5
Greece;EL63;EL632;2018;NO2;WHO_2021_AQG_Scen_Base;300933;851;7.5;15.9
Greece;EL63;EL633;2018;NO2;WHO_2021_AQG_Scen_Base;161456;805;7.0;9.4
Greece;EL63;EL631;2018;PM2.5;WHO_2021_AQG_Scen_Base;205604;990;10.6;11.9
Greece;EL63;EL632;2018;PM2.5;WHO_2021_AQG_Scen_Base;300933;851;10.5;12.3
Greece;EL63;EL633;2018;PM2.5;WHO_2021_AQG_Scen_Base;161456;805;11.6;12.3
Greece;EL63;EL631;2019;NO2;WHO_2021_AQG_Scen_Base;205286;990;6.6;11.8
Greece;EL63;EL632;2019;NO2;WHO_2021_AQG_Scen_Base;300469;851;7.0;15.4
Greece;EL63;EL633;2019;NO2;WHO_2021_AQG_Scen_Base;161207;805;6.1;8.3
Greece;EL63;EL631;2019;O3;WHO_2021_AQG_Scen_Base;205286;990;8112.5;7781.1
Greece;EL63;EL632;2019;O3;WHO_2021_AQG_Scen_Base;300469;851;8522.3;7823.5
Greece;EL63;EL633;2019;O3;WHO_2021_AQG_Scen_Base;161207;805;8508.7;8433.9
Greece;EL63;EL631;2019;PM10;WHO_2021_AQG_Scen_Base;205286;990;18.4;20.9
Greece;EL63;EL632;2019;PM10;WHO_2021_AQG_Scen_Base;300469;851;18.9;21.7
Greece;EL63;EL633;2019;PM10;WHO_2021_AQG_Scen_Base;161207;805;20.3;21.4
Greece;EL63;EL631;2020;NO2;WHO_2021_AQG_Scen_Base;205171;990;6.0;10.1
Greece;EL63;EL632;2020;NO2;WHO_2021_AQG_Scen_Base;300299;851;6.7;13.4
Greece;EL63;EL633;2020;NO2;WHO_2021_AQG_Scen_Base;161116;805;5.9;8.0
Greece;EL63;EL631;2020;PM10;WHO_2021_AQG_Scen_Base;205171;990;16.4;18.8
Greece;EL63;EL632;2020;PM10;WHO_2021_AQG_Scen_Base;300299;851;16.5;20.2
Greece;EL63;EL633;2020;PM10;WHO_2021_AQG_Scen_Base;161116;805;17.6;18.7
Greece;EL53;EL531;2018;PM10;WHO_2021_AQG_Scen_Base;188082;715;17.4;22.8
Greece;EL53;EL532;2018;PM10;WHO_2021_AQG_Scen_Base;52038;204;16.4;21.0
Greece;EL53;EL533;2018;PM10;WHO_2021_AQG_Scen_Base;53267;237;17.8;22.7
Greece;EL53;EL531;2018;PM2.5;WHO_2021_AQG_Scen_Base;188082;715;12.4;20.2
Greece;EL53;EL532;2018;PM2.5;WHO_2021_AQG_Scen_Base;52038;204;11.7;16.8
Greece;EL53;EL533;2018;PM2.5;WHO_2021_AQG_Scen_Base;53267;237;13.4;19.8
Greece;EL53;EL531;2019;PM10;WHO_2021_AQG_Scen_Base;187792;715;18.1;23.1
Greece;EL53;EL532;2019;PM10;WHO_2021_AQG_Scen_Base;51958;204;16.7;20.7
Greece;EL53;EL533;2019;PM10;WHO_2021_AQG_Scen_Base;53186;237;17.3;20.6
Greece;EL62;EL621;2018;O3;WHO_2021_AQG_Scen_Base;36396;184;9570.7;9522.4
Greece;EL62;EL622;2018;O3;WHO_2021_AQG_Scen_Base;97901;394;7354.4;6874.7
Greece;EL62;EL623;2018;O3;WHO_2021_AQG_Scen_Base;34432;252;9188.7;9184.6
Greece;EL62;EL624;2018;O3;WHO_2021_AQG_Scen_Base;20106;108;8708.5;8422.1
Greece;EL62;EL624;2020;PM10;WHO_2021_AQG_Scen_Base;20064;108;15.8;17.8
Greece;EL62;EL621;2020;PM10;WHO_2021_AQG_Scen_Base;36320;184;15.8;17.5
Greece;EL62;EL622;2020;PM10;WHO_2021_AQG_Scen_Base;97695;394;17.4;19.2
Greece;EL62;EL623;2020;PM10;WHO_2021_AQG_Scen_Base;34360;252;15.0;16.9
Cyprus;CY00;CY000;2018;O3;WHO_2021_AQG_Scen_Base;1197026;6504;9265.7;6834.8
Cyprus;CY00;CY000;2018;PM2.5;WHO_2021_AQG_Scen_Base;1197026;6504;12.6;14.5
Cyprus;CY00;CY000;2019;O3;WHO_2021_AQG_Scen_Base;1213179;6504;8656.5;5645.1
Cyprus;CY00;CY000;2019;PM10;WHO_2021_AQG_Scen_Base;1213179;6504;17.7;26.3
Cyprus;CY00;CY000;2019;PM2.5;WHO_2021_AQG_Scen_Base;1213179;6504;13.7;14.8
Cyprus;CY00;CY000;2020;PM2.5;WHO_2021_AQG_Scen_Base;1229947;6504;12.3;14.0
Greece;EL52;EL526;2018;PM10;WHO_2021_AQG_Scen_Base;182211;566;21.5;27.0
Greece;EL52;EL527;2018;PM10;WHO_2021_AQG_Scen_Base;97567;357;19.1;23.5
Greece;EL52;EL521;2018;PM10;WHO_2021_AQG_Scen_Base;144968;321;20.9;23.9
Greece;EL52;EL522;2018;PM10;WHO_2021_AQG_Scen_Base;1105460;768;25.9;38.2
Greece;EL52;EL523;2018;PM10;WHO_2021_AQG_Scen_Base;82177;408;21.4;26.7
Greece;EL52;EL524;2018;PM10;WHO_2021_AQG_Scen_Base;144346;385;20.9;24.9
Greece;EL52;EL525;2018;PM10;WHO_2021_AQG_Scen_Base;126992;264;19.8;23.0
Greece;EL52;EL521;2018;PM2.5;WHO_2021_AQG_Scen_Base;144968;321;17.1;22.6
Greece;EL52;EL526;2018;PM2.5;WHO_2021_AQG_Scen_Base;182211;566;16.1;22.1
Greece;EL52;EL527;2018;PM2.5;WHO_2021_AQG_Scen_Base;97567;357;14.1;19.0
Greece;EL52;EL522;2018;PM2.5;WHO_2021_AQG_Scen_Base;1105460;768;20.7;33.9
Greece;EL52;EL523;2018;PM2.5;WHO_2021_AQG_Scen_Base;82177;408;15.2;22.2
Greece;EL52;EL524;2018;PM2.5;WHO_2021_AQG_Scen_Base;144346;385;16.4;21.9
Greece;EL52;EL525;2018;PM2.5;WHO_2021_AQG_Scen_Base;126992;264;15.0;18.2
Greece;EL52;EL522;2019;NO2;WHO_2021_AQG_Scen_Base;1103755;768;13.4;25.9
Greece;EL52;EL523;2019;NO2;WHO_2021_AQG_Scen_Base;82051;408;9.0;14.8
Greece;EL52;EL524;2019;NO2;WHO_2021_AQG_Scen_Base;144124;385;10.6;15.9
Greece;EL52;EL525;2019;NO2;WHO_2021_AQG_Scen_Base;126795;264;9.9;15.8
Greece;EL52;EL526;2019;NO2;WHO_2021_AQG_Scen_Base;181930;566;10.5;16.8
Greece;EL52;EL527;2019;NO2;WHO_2021_AQG_Scen_Base;97417;357;7.6;11.5
Greece;EL52;EL521;2019;NO2;WHO_2021_AQG_Scen_Base;144744;321;11.2;16.9
Greece;EL52;EL522;2019;O3;WHO_2021_AQG_Scen_Base;1103755;768;6202.1;3642.0
Greece;EL52;EL523;2019;O3;WHO_2021_AQG_Scen_Base;82051;408;7103.6;5746.7
Greece;EL52;EL524;2019;O3;WHO_2021_AQG_Scen_Base;144124;385;7330.6;5934.6
Greece;EL52;EL525;2019;O3;WHO_2021_AQG_Scen_Base;126795;264;6876.4;5760.4
Greece;EL52;EL521;2019;O3;WHO_2021_AQG_Scen_Base;144744;321;7496.0;6386.5
Greece;EL52;EL526;2019;O3;WHO_2021_AQG_Scen_Base;181930;566;6195.3;4754.9
Greece;EL52;EL527;2019;O3;WHO_2021_AQG_Scen_Base;97417;357;7154.4;6376.9
Greece;EL52;EL521;2019;PM2.5;WHO_2021_AQG_Scen_Base;144744;321;13.9;14.9
Greece;EL52;EL522;2019;PM2.5;WHO_2021_AQG_Scen_Base;1103755;768;15.1;19.2
Greece;EL52;EL523;2019;PM2.5;WHO_2021_AQG_Scen_Base;82051;408;13.4;14.7
Greece;EL52;EL524;2019;PM2.5;WHO_2021_AQG_Scen_Base;144124;385;13.3;14.7
Greece;EL52;EL525;2019;PM2.5;WHO_2021_AQG_Scen_Base;126795;264;12.8;13.6
Greece;EL52;EL526;2019;PM2.5;WHO_2021_AQG_Scen_Base;181930;566;13.7;15.3
Greece;EL52;EL527;2019;PM2.5;WHO_2021_AQG_Scen_Base;97417;357;11.5;12.4
Greece;EL52;EL521;2020;O3;WHO_2021_AQG_Scen_Base;144663;321;5679.1;5323.4
Greece;EL52;EL526;2020;O3;WHO_2021_AQG_Scen_Base;181827;566;5103.0;4948.1
Greece;EL52;EL527;2020;O3;WHO_2021_AQG_Scen_Base;97362;357;6313.9;5871.2
Greece;EL52;EL522;2020;O3;WHO_2021_AQG_Scen_Base;1103133;768;5821.4;5305.1
Greece;EL52;EL523;2020;O3;WHO_2021_AQG_Scen_Base;82005;408;5584.6;5379.8
Greece;EL52;EL524;2020;O3;WHO_2021_AQG_Scen_Base;144043;385;5489.3;5214.4
Greece;EL52;EL525;2020;O3;WHO_2021_AQG_Scen_Base;126724;264;5950.8;5499.0
Greece;EL52;EL521;2020;PM2.5;WHO_2021_AQG_Scen_Base;144663;321;14.9;16.0
Greece;EL52;EL526;2020;PM2.5;WHO_2021_AQG_Scen_Base;181827;566;13.2;15.6
Greece;EL52;EL527;2020;PM2.5;WHO_2021_AQG_Scen_Base;97362;357;10.5;11.3
Greece;EL52;EL522;2020;PM2.5;WHO_2021_AQG_Scen_Base;1103133;768;14.4;17.8
Greece;EL52;EL523;2020;PM2.5;WHO_2021_AQG_Scen_Base;82005;408;13.4;14.8
Greece;EL52;EL524;2020;PM2.5;WHO_2021_AQG_Scen_Base;144043;385;13.6;15.3
Greece;EL52;EL525;2020;PM2.5;WHO_2021_AQG_Scen_Base;126724;264;13.0;14.4
Greece;EL43;EL431;2020;NO2;WHO_2021_AQG_Scen_Base;297525;735;7.2;14.8
Greece;EL43;EL432;2020;NO2;WHO_2021_AQG_Scen_Base;66595;379;3.6;7.8
Greece;EL43;EL433;2020;NO2;WHO_2021_AQG_Scen_Base;79167;383;5.3;10.0
Greece;EL43;EL434;2020;NO2;WHO_2021_AQG_Scen_Base;151142;644;4.2;10.0
Greece;EL43;EL434;2020;O3;WHO_2021_AQG_Scen_Base;151142;644;8321.1;7004.8
Greece;EL43;EL431;2020;O3;WHO_2021_AQG_Scen_Base;297525;735;7509.8;7205.9
Greece;EL43;EL432;2020;O3;WHO_2021_AQG_Scen_Base;66595;379;8032.2;7125.9
Greece;EL43;EL433;2020;O3;WHO_2021_AQG_Scen_Base;79167;383;8035.4;7439.1
Greece;EL43;EL434;2020;PM10;WHO_2021_AQG_Scen_Base;151142;644;19.8;28.4
Greece;EL43;EL431;2020;PM10;WHO_2021_AQG_Scen_Base;297525;735;21.7;29.3
Greece;EL43;EL432;2020;PM10;WHO_2021_AQG_Scen_Base;66595;379;18.3;26.2
Greece;EL43;EL433;2020;PM10;WHO_2021_AQG_Scen_Base;79167;383;20.4;26.3
Greece;EL43;EL434;2020;PM2.5;WHO_2021_AQG_Scen_Base;151142;644;8.9;12.4
Greece;EL43;EL431;2020;PM2.5;WHO_2021_AQG_Scen_Base;297525;735;10.0;12.5
Greece;EL43;EL432;2020;PM2.5;WHO_2021_AQG_Scen_Base;66595;379;8.7;11.4
Greece;EL43;EL433;2020;PM2.5;WHO_2021_AQG_Scen_Base;79167;383;9.6;12.1
Greece;EL42;EL421;2018;O3;WHO_2021_AQG_Scen_Base;177278;413;9243.3;8444.5
Greece;EL42;EL422;2018;O3;WHO_2021_AQG_Scen_Base;99855;656;10032.4;9334.7
Greece;EL42;EL422;2018;PM10;WHO_2021_AQG_Scen_Base;99855;656;19.3;24.1
Greece;EL42;EL421;2018;PM10;WHO_2021_AQG_Scen_Base;177278;413;28.4;44.2
Greece;EL42;EL422;2019;PM10;WHO_2021_AQG_Scen_Base;99701;656;19.2;22.7
Greece;EL42;EL421;2019;PM10;WHO_2021_AQG_Scen_Base;177004;413;24.9;36.4
Greece;EL42;EL422;2019;PM2.5;WHO_2021_AQG_Scen_Base;99701;656;10.7;12.7
Greece;EL42;EL421;2019;PM2.5;WHO_2021_AQG_Scen_Base;177004;413;13.9;15.4
Greece;EL42;EL421;2020;PM2.5;WHO_2021_AQG_Scen_Base;176905;413;12.9;15.0
Greece;EL42;EL422;2020;PM2.5;WHO_2021_AQG_Scen_Base;99645;656;9.6;11.5
Greece;EL65;EL653;2019;PM2.5;WHO_2021_AQG_Scen_Base;246296;1480;11.1;12.3
Greece;EL65;EL651;2019;PM2.5;WHO_2021_AQG_Scen_Base;182736;1053;10.0;11.7
Greece;EL65;EL652;2019;PM2.5;WHO_2021_AQG_Scen_Base;135177;484;10.9;12.0
Greece;EL65;EL651;2020;NO2;WHO_2021_AQG_Scen_Base;182633;1053;5.5;9.5
Greece;EL65;EL652;2020;NO2;WHO_2021_AQG_Scen_Base;135101;484;6.9;9.6
Greece;EL65;EL653;2020;NO2;WHO_2021_AQG_Scen_Base;246157;1480;4.6;8.0
Greece;EL65;EL653;2020;O3;WHO_2021_AQG_Scen_Base;246157;1480;7558.5;7089.6
Greece;EL65;EL651;2020;O3;WHO_2021_AQG_Scen_Base;182633;1053;7306.6;7069.5
Greece;EL65;EL652;2020;O3;WHO_2021_AQG_Scen_Base;135101;484;7232.9;6684.9
Greece;EL65;EL653;2020;PM10;WHO_2021_AQG_Scen_Base;246157;1480;17.2;19.2
Greece;EL65;EL651;2020;PM10;WHO_2021_AQG_Scen_Base;182633;1053;15.9;18.7
Greece;EL65;EL652;2020;PM10;WHO_2021_AQG_Scen_Base;135101;484;17.1;19.9
Greece;EL64;EL641;2018;NO2;WHO_2021_AQG_Scen_Base;118321;340;9.2;14.2
Greece;EL64;EL642;2018;NO2;WHO_2021_AQG_Scen_Base;188600;771;7.6;13.8
Greece;EL64;EL643;2018;NO2;WHO_2021_AQG_Scen_Base;20824;243;5.1;7.9
Greece;EL64;EL644;2018;NO2;WHO_2021_AQG_Scen_Base;159919;644;8.0;13.9
Greece;EL64;EL645;2018;NO2;WHO_2021_AQG_Scen_Base;38065;235;6.9;10.7
Greece;EL64;EL645;2018;O3;WHO_2021_AQG_Scen_Base;38065;235;7846.4;7375.6
Greece;EL64;EL641;2018;O3;WHO_2021_AQG_Scen_Base;118321;340;8686.1;8393.7
Greece;EL64;EL642;2018;O3;WHO_2021_AQG_Scen_Base;188600;771;9198.8;8791.5
Greece;EL64;EL643;2018;O3;WHO_2021_AQG_Scen_Base;20824;243;7811.5;7395.7
Greece;EL64;EL644;2018;O3;WHO_2021_AQG_Scen_Base;159919;644;7323.5;6957.0
Greece;EL64;EL641;2019;O3;WHO_2021_AQG_Scen_Base;118139;340;8690.1;8597.3
Greece;EL64;EL642;2019;O3;WHO_2021_AQG_Scen_Base;188309;771;8860.9;8633.8
Greece;EL64;EL643;2019;O3;WHO_2021_AQG_Scen_Base;20792;243;8649.6;8401.0
Greece;EL64;EL644;2019;O3;WHO_2021_AQG_Scen_Base;159673;644;7882.0;7590.2
Greece;EL64;EL645;2019;O3;WHO_2021_AQG_Scen_Base;38006;235;8197.5;7984.3
Greece;EL64;EL641;2019;PM2.5;WHO_2021_AQG_Scen_Base;118139;340;10.9;11.3
Greece;EL64;EL642;2019;PM2.5;WHO_2021_AQG_Scen_Base;188309;771;11.0;12.1
Greece;EL64;EL643;2019;PM2.5;WHO_2021_AQG_Scen_Base;20792;243;8.5;10.1
Greece;EL64;EL644;2019;PM2.5;WHO_2021_AQG_Scen_Base;159673;644;10.8;12.3
Greece;EL64;EL645;2019;PM2.5;WHO_2021_AQG_Scen_Base;38006;235;10.4;11.4
Bulgaria;BG32;BG322;2018;NO2;WHO_2021_AQG_Scen_Base;117898;709;7.9;16.4
Bulgaria;BG32;BG323;2018;NO2;WHO_2021_AQG_Scen_Base;224949;489;10.9;20.0
Bulgaria;BG32;BG324;2018;NO2;WHO_2021_AQG_Scen_Base;120275;510;9.5;14.8
Bulgaria;BG32;BG325;2018;NO2;WHO_2021_AQG_Scen_Base;109773;540;9.2;14.9
Bulgaria;BG32;BG321;2018;NO2;WHO_2021_AQG_Scen_Base;248394;1013;9.3;16.7
Bulgaria;BG32;BG322;2018;PM2.5;WHO_2021_AQG_Scen_Base;117898;709;11.5;18.1
Bulgaria;BG32;BG323;2018;PM2.5;WHO_2021_AQG_Scen_Base;224949;489;15.5;20.9
Bulgaria;BG32;BG324;2018;PM2.5;WHO_2021_AQG_Scen_Base;120275;510;13.8;18.2
Bulgaria;BG32;BG321;2018;PM2.5;WHO_2021_AQG_Scen_Base;248394;1013;13.9;20.5
Bulgaria;BG32;BG325;2018;PM2.5;WHO_2021_AQG_Scen_Base;109773;540;13.8;17.0
Bulgaria;BG32;BG322;2019;NO2;WHO_2021_AQG_Scen_Base;117062;709;7.0;15.3
Bulgaria;BG32;BG323;2019;NO2;WHO_2021_AQG_Scen_Base;223354;489;10.1;20.2
Bulgaria;BG32;BG324;2019;NO2;WHO_2021_AQG_Scen_Base;119422;510;8.4;14.2
Bulgaria;BG32;BG325;2019;NO2;WHO_2021_AQG_Scen_Base;108994;540;8.1;14.6
Bulgaria;BG32;BG321;2019;NO2;WHO_2021_AQG_Scen_Base;246632;1013;8.2;16.0
Bulgaria;BG32;BG322;2019;PM10;WHO_2021_AQG_Scen_Base;117062;709;15.9;23.2
Bulgaria;BG32;BG323;2019;PM10;WHO_2021_AQG_Scen_Base;223354;489;20.0;26.4
Bulgaria;BG32;BG324;2019;PM10;WHO_2021_AQG_Scen_Base;119422;510;18.3;22.4
Bulgaria;BG32;BG321;2019;PM10;WHO_2021_AQG_Scen_Base;246632;1013;18.5;25.8
Bulgaria;BG32;BG325;2019;PM10;WHO_2021_AQG_Scen_Base;108994;540;18.3;21.6
Bulgaria;BG32;BG322;2019;PM2.5;WHO_2021_AQG_Scen_Base;117062;709;10.5;15.9
Bulgaria;BG32;BG323;2019;PM2.5;WHO_2021_AQG_Scen_Base;223354;489;13.5;17.3
Bulgaria;BG32;BG324;2019;PM2.5;WHO_2021_AQG_Scen_Base;119422;510;12.0;14.7
Bulgaria;BG32;BG325;2019;PM2.5;WHO_2021_AQG_Scen_Base;108994;540;12.3;14.7
Bulgaria;BG32;BG321;2019;PM2.5;WHO_2021_AQG_Scen_Base;246632;1013;12.5;18.0
Bulgaria;BG32;BG322;2020;O3;WHO_2021_AQG_Scen_Base;116250;709;5124.8;2964.1
Bulgaria;BG32;BG323;2020;O3;WHO_2021_AQG_Scen_Base;221804;489;4344.7;2716.2
Bulgaria;BG32;BG324;2020;O3;WHO_2021_AQG_Scen_Base;118594;510;4342.1;3110.5
Bulgaria;BG32;BG325;2020;O3;WHO_2021_AQG_Scen_Base;108238;540;3944.4;3066.6
Bulgaria;BG32;BG321;2020;O3;WHO_2021_AQG_Scen_Base;244921;1013;4599.2;2817.5
Bulgaria;BG32;BG325;2020;PM10;WHO_2021_AQG_Scen_Base;108238;540;17.4;22.3
Bulgaria;BG32;BG322;2020;PM10;WHO_2021_AQG_Scen_Base;116250;709;15.6;22.6
Bulgaria;BG32;BG323;2020;PM10;WHO_2021_AQG_Scen_Base;221804;489;20.3;29.4
Bulgaria;BG32;BG324;2020;PM10;WHO_2021_AQG_Scen_Base;118594;510;17.7;22.6
Bulgaria;BG32;BG321;2020;PM10;WHO_2021_AQG_Scen_Base;244921;1013;18.4;27.1
Bulgaria;BG32;BG321;2020;PM2.5;WHO_2021_AQG_Scen_Base;244921;1013;11.6;16.8
Bulgaria;BG32;BG325;2020;PM2.5;WHO_2021_AQG_Scen_Base;108238;540;12.4;14.2
Bulgaria;BG32;BG322;2020;PM2.5;WHO_2021_AQG_Scen_Base;116250;709;9.5;14.4
Bulgaria;BG32;BG323;2020;PM2.5;WHO_2021_AQG_Scen_Base;221804;489;13.0;16.7
Bulgaria;BG32;BG324;2020;PM2.5;WHO_2021_AQG_Scen_Base;118594;510;11.7;14.1
Bulgaria;BG31;BG311;2018;NO2;WHO_2021_AQG_Scen_Base;96547;591;9.5;15.6
Bulgaria;BG31;BG312;2018;NO2;WHO_2021_AQG_Scen_Base;141770;618;10.0;15.4
Bulgaria;BG31;BG313;2018;NO2;WHO_2021_AQG_Scen_Base;179404;647;10.3;16.1
Bulgaria;BG31;BG314;2018;NO2;WHO_2021_AQG_Scen_Base;259172;757;10.6;16.3
Bulgaria;BG31;BG315;2018;NO2;WHO_2021_AQG_Scen_Base;136083;760;8.6;14.8
Bulgaria;BG31;BG311;2018;O3;WHO_2021_AQG_Scen_Base;96547;591;5616.2;3785.8
Bulgaria;BG31;BG312;2018;O3;WHO_2021_AQG_Scen_Base;141770;618;5442.5;3524.8
Bulgaria;BG31;BG313;2018;O3;WHO_2021_AQG_Scen_Base;179404;647;5460.6;3633.0
Bulgaria;BG31;BG314;2018;O3;WHO_2021_AQG_Scen_Base;259172;757;5305.8;3703.1
Bulgaria;BG31;BG315;2018;O3;WHO_2021_AQG_Scen_Base;136083;760;5942.2;3840.2
Bulgaria;BG31;BG314;2018;PM10;WHO_2021_AQG_Scen_Base;259172;757;22.9;27.8
Bulgaria;BG31;BG315;2018;PM10;WHO_2021_AQG_Scen_Base;136083;760;18.1;23.8
Bulgaria;BG31;BG311;2018;PM10;WHO_2021_AQG_Scen_Base;96547;591;22.9;34.1
Bulgaria;BG31;BG312;2018;PM10;WHO_2021_AQG_Scen_Base;141770;618;23.5;31.2
Bulgaria;BG31;BG313;2018;PM10;WHO_2021_AQG_Scen_Base;179404;647;28.3;35.6
Bulgaria;BG31;BG314;2019;O3;WHO_2021_AQG_Scen_Base;257335;757;4970.4;2997.2
Bulgaria;BG31;BG315;2019;O3;WHO_2021_AQG_Scen_Base;135119;760;5685.4;3410.4
Bulgaria;BG31;BG311;2019;O3;WHO_2021_AQG_Scen_Base;95862;591;5768.1;3915.2
Bulgaria;BG31;BG312;2019;O3;WHO_2021_AQG_Scen_Base;140765;618;5359.1;3383.7
Bulgaria;BG31;BG313;2019;O3;WHO_2021_AQG_Scen_Base;178131;647;5325.1;3337.3
Bulgaria;BG31;BG311;2019;PM10;WHO_2021_AQG_Scen_Base;95862;591;21.2;32.5
Bulgaria;BG31;BG312;2019;PM10;WHO_2021_AQG_Scen_Base;140765;618;20.9;29.0
Bulgaria;BG31;BG313;2019;PM10;WHO_2021_AQG_Scen_Base;178131;647;21.4;27.8
Bulgaria;BG31;BG314;2019;PM10;WHO_2021_AQG_Scen_Base;257335;757;21.9;28.2
Bulgaria;BG31;BG315;2019;PM10;WHO_2021_AQG_Scen_Base;135119;760;17.1;22.5
Bulgaria;BG31;BG311;2019;PM2.5;WHO_2021_AQG_Scen_Base;95862;591;14.4;22.3
Bulgaria;BG31;BG312;2019;PM2.5;WHO_2021_AQG_Scen_Base;140765;618;14.3;19.9
Bulgaria;BG31;BG313;2019;PM2.5;WHO_2021_AQG_Scen_Base;178131;647;14.7;18.9
Bulgaria;BG31;BG314;2019;PM2.5;WHO_2021_AQG_Scen_Base;257335;757;15.4;19.8
Bulgaria;BG31;BG315;2019;PM2.5;WHO_2021_AQG_Scen_Base;135119;760;11.6;15.4
Bulgaria;BG31;BG311;2020;NO2;WHO_2021_AQG_Scen_Base;95198;591;7.8;12.5
Bulgaria;BG31;BG312;2020;NO2;WHO_2021_AQG_Scen_Base;139789;618;8.2;12.8
Bulgaria;BG31;BG313;2020;NO2;WHO_2021_AQG_Scen_Base;176895;647;8.9;13.5
Bulgaria;BG31;BG314;2020;NO2;WHO_2021_AQG_Scen_Base;255549;757;9.5;14.5
Bulgaria;BG31;BG315;2020;NO2;WHO_2021_AQG_Scen_Base;134182;760;8.0;13.4
Bulgaria;BG31;BG311;2020;O3;WHO_2021_AQG_Scen_Base;95198;591;4473.4;2730.8
Bulgaria;BG31;BG312;2020;O3;WHO_2021_AQG_Scen_Base;139789;618;4301.7;2674.9
Bulgaria;BG31;BG313;2020;O3;WHO_2021_AQG_Scen_Base;176895;647;4394.6;2773.3
Bulgaria;BG31;BG314;2020;O3;WHO_2021_AQG_Scen_Base;255549;757;4306.0;2638.2
Bulgaria;BG31;BG315;2020;O3;WHO_2021_AQG_Scen_Base;134182;760;4901.4;3047.7
Bulgaria;BG31;BG314;2020;PM10;WHO_2021_AQG_Scen_Base;255549;757;21.0;28.3
Bulgaria;BG31;BG315;2020;PM10;WHO_2021_AQG_Scen_Base;134182;760;16.4;22.6
